"Id";"Designator";"Footprint";"Quantity";"Designation";"Supplier and ref";
1;"C4,C10";"CP_Elec_6.3x7.7";2;"220uF";;;
2;"D1";"LED_D3.0mm";1;"LPWR";;;
3;"J7";"Audio Jack 3.5 PCB";1;"Audio_OUT";;;
4;"VOL1,BUZZ1";"Potentiometer_Piher_PT-6-V_Vertical";2;"10K";;;
5;"SW1";"SW_PUSH_6mm";1;"UP";;;
6;"SW2";"SW_PUSH_6mm";1;"DOWN";;;
7;"SW3";"SW_PUSH_6mm";1;"PLAY/PAUSE";;;
8;"SW4";"SW_PUSH_6mm";1;"STOP";;;
9;"SW5";"SW_PUSH_6mm";1;"MENU";;;
10;"SW6";"SW_PUSH_6mm";1;"RST_A5";;;
11;"BZ1";"Buzzer_12x9.5RM7.6";1;"Buzzer";;;
12;"J5";"PinHeader_1x04_P2.54mm_Vertical";1;"LCDOLED";;;
13;"D2";"LED_D3.0mm";1;"AMPON";;;
14;"D3";"LED_D3.0mm";1;"LBUZZ";;;
15;"J2";"Jack_2.5mm_Mono_Horizontal_Mini";1;"REM";;;
16;"U1";"Arduino_Mega2560Pro_Embed";1;"Arduino_Mega2560Pro_Embed";;;
17;"H1,H2,H3,H4";"MountingHole_2.7mm_M2.5_Pad";4;"MHole";;;
18;"U3";"microSD_HC_Hirose_DM3AT-SF-PEJM5";1;"microSD";;;
19;"J6";"BarrelJack_Horizontal";1;"PWREXT";;;
20;"SW8";"SW_ON_ON_SPDT_TH";1;"BUZZER";;;
21;"D4";"LED_D3.0mm";1;"AMPOFF";;;
22;"J3";"PinHeader_2x01_P2.54mm_Vertical";1;"LRSEL";;;
23;"SW7";"SW_ON_ON_SPDT_TH";1;"RST_A5";;;
24;"SW9";"SW_CK_JS202011AQN_DPDT_Angled";1;"AMPONOFF";;;
25;"C5,C9";"C_0805_2012Metric_Pad1.18x1.45mm_HandSolder";2;"47nF";;;
26;"C3,C8";"C_0805_2012Metric_Pad1.18x1.45mm_HandSolder";2;"10nf";;;
27;"C2,C7,C11,C12,C14,C13";"C_0805_2012Metric_Pad1.18x1.45mm_HandSolder";6;"100nF";;;
28;"R1,R4,R7";"R_0805_2012Metric_Pad1.20x1.40mm_HandSolder";3;"1K";;;
29;"R5,R8";"R_0805_2012Metric_Pad1.20x1.40mm_HandSolder";2;"10R";;;
30;"U4,U5";"SOIC-8_3.9x4.9mm_P1.27mm";2;"LM386";;;
31;"C6,C1";"C_0805_2012Metric_Pad1.18x1.45mm_HandSolder";2;"100nf";;;
32;"R2,R6,R3";"R_0805_2012Metric_Pad1.20x1.40mm_HandSolder";3;"380R";;;
33;"U2";"SOIC-14_3.9x8.7mm_P1.27mm";1;"TXB0104DR";;;
